EURO-GOV,1Y,2Y,3Y,4Y,5Y,7Y,10Y,15Y,20Y,25Y
2016-03-18,-0.479713,-0.480911,-0.447228,-0.373984,-0.272178,-0.033767,0.296724,0.661504,0.864326,0.986531
2016-03-17,-0.462909,-0.465715,-0.433356,-0.359682,-0.255970,-0.011837,0.326454,0.698242,0.904185,1.028091
2016-03-16,-0.456624,-0.455441,-0.418756,-0.340588,-0.232358,0.020386,0.369390,0.752712,0.965019,1.092681
2016-03-15,-0.457171,-0.450226,-0.407328,-0.324281,-0.212543,0.044689,0.398128,0.787018,1.002960,1.132875
2016-03-14,-0.457077,-0.461511,-0.430008,-0.355752,-0.250101,0.000504,0.350033,0.735949,0.950088,1.078889
2016-03-11,-0.451331,-0.457986,-0.426349,-0.350811,-0.243481,0.010250,0.362655,0.750298,0.964964,1.094008
2016-03-10,-0.485205,-0.514517,-0.497729,-0.426680,-0.316881,-0.051083,0.314712,0.706738,0.919922,1.047511
2016-03-09,-0.497168,-0.517384,-0.491130,-0.413972,-0.300894,-0.032212,0.337534,0.737942,0.957377,1.088907
2016-03-08,-0.511581,-0.544073,-0.528785,-0.460130,-0.352827,-0.088841,0.283359,0.692701,0.918537,1.054063
2016-03-07,-0.495997,-0.521590,-0.503680,-0.432298,-0.321841,-0.052458,0.322318,0.728155,0.949960,1.082770
2016-03-04,-0.508925,-0.530261,-0.505450,-0.429194,-0.316566,-0.048375,0.320168,0.717929,0.935432,1.065759
2016-03-03,-0.518474,-0.546434,-0.526167,-0.451805,-0.339154,-0.068360,0.304428,0.705735,0.924653,1.055738
2016-03-02,-0.503804,-0.524168,-0.502488,-0.431859,-0.325172,-0.065039,0.302557,0.709828,0.935690,1.071409
2016-03-01,-0.515369,-0.534588,-0.516866,-0.452569,-0.352938,-0.105912,0.247611,0.642560,0.862490,0.994846
2016-02-29,-0.510458,-0.535609,-0.521525,-0.460064,-0.363460,-0.124288,0.214895,0.589616,0.797013,0.921752
2016-02-26,-0.503865,-0.519968,-0.497749,-0.430131,-0.329387,-0.086505,0.252485,0.623915,0.828874,0.952085
2016-02-25,-0.489428,-0.503349,-0.479353,-0.411947,-0.313122,-0.076470,0.253470,0.616002,0.816610,0.937336
2016-02-24,-0.482799,-0.499760,-0.477754,-0.412423,-0.315992,-0.084658,0.237943,0.592394,0.788580,0.906695
2016-02-23,-0.480901,-0.489631,-0.454982,-0.376289,-0.267708,-0.018132,0.318856,0.681337,0.880031,0.999359
2016-02-22,-0.488036,-0.504662,-0.476886,-0.403599,-0.298719,-0.051928,0.287754,0.658321,0.862811,0.985770
2016-02-19,-0.490268,-0.503330,-0.472904,-0.398072,-0.292488,-0.045609,0.293404,0.663352,0.867660,0.990542
